Map,Random,MaxImmediateDistance,MCTS,QLearning,DQN
2024-12-06 08:05:03,32,32.0,32.0,32.0,32.0
2024-12-06 08:02:14,91,32.0,231.0,-574.0,342.0
2024-12-06 08:06:24,32,32.0,32.0,32.0,32.0
2024-12-06 08:01:33,-271,42.0,212.0,-675.0,292.0
2024-12-06 07:59:35,-69,32.0,32.0,32.0,-170.0
2024-12-06 08:05:35,-776,62.0,32.0,-1483.0,-776.0
2024-12-06 08:02:22,-50,32.0,151.0,-69.0,211.0
2024-12-06 08:06:12,-372,32.0,-69.0,-574.0,-574.0
2024-12-06 08:01:05,-675,32.0,-271.0,-776.0,-372.0
2024-12-06 07:59:32,112,32.0,342.0,32.0,342.0
2024-12-06 08:01:02,32,52.0,272.0,-574.0,32.0
2024-12-06 08:06:15,132,62.0,140.0,-170.0,342.0
2024-12-06 08:02:25,32,32.0,32.0,32.0,32.0
2024-12-06 08:05:32,-877,-473.0,-776.0,-978.0,-675.0
2024-12-06 08:06:41,-170,-69.0,-271.0,-776.0,32.0
2024-12-06 08:01:56,-675,-181.0,-372.0,-473.0,-51.0
2024-12-06 07:59:59,-574,32.0,181.0,-675.0,-19.0
2024-12-06 08:05:59,32,32.0,32.0,32.0,32.0
2024-12-06 08:01:51,41,32.0,332.0,32.0,32.0
2024-12-06 08:06:46,-170,32.0,32.0,32.0,32.0
2024-12-06 08:02:49,32,62.0,32.0,-675.0,32.0
2024-12-06 08:02:40,-69,-473.0,-877.0,-170.0,-574.0
2024-12-06 08:05:57,-877,-170.0,32.0,-1079.0,-372.0
2024-12-06 08:01:58,32,32.0,-69.0,32.0,32.0
2024-12-06 07:59:57,32,32.0,32.0,32.0,32.0
2024-12-06 08:05:50,-69,32.0,222.0,32.0,332.0
2024-12-06 08:02:47,-776,232.0,-171.0,-776.0,-372.0
2024-12-06 07:59:50,32,-372.0,-978.0,32.0,-1382.0
2024-12-06 08:06:48,-1281,-271.0,-91.0,-1281.0,-222.0
2024-12-06 08:00:34,-271,62.0,162.0,-877.0,112.0
2024-12-06 08:04:04,-453,32.0,130.0,-332.0,342.0
2024-12-06 08:03:13,-1079,62.0,49.0,251.0,49.0
2024-12-06 08:03:14,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:03,31,32.0,221.0,-574.0,32.0
2024-12-06 08:00:33,32,32.0,-69.0,32.0,32.0
2024-12-06 07:58:35,32,32.0,32.0,32.0,32.0
2024-12-06 08:03:22,-473,-574.0,142.0,-877.0,102.0
2024-12-06 08:04:35,32,32.0,32.0,32.0,32.0
2024-12-06 08:00:05,32,32.0,262.0,32.0,32.0
2024-12-06 07:58:32,-978,-69.0,-69.0,-170.0,-170.0
2024-12-06 08:00:02,-271,62.0,202.0,-473.0,32.0
2024-12-06 08:04:32,32,62.0,32.0,32.0,32.0
2024-12-06 08:03:25,-776,-574.0,-170.0,-776.0,-776.0
2024-12-06 08:00:56,-574,-675.0,32.0,-776.0,-776.0
2024-12-06 07:58:59,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:59,252,32.0,352.0,32.0,352.0
2024-12-06 08:00:51,-675,-170.0,-574.0,32.0,32.0
2024-12-06 08:03:49,-322,32.0,302.0,-231.0,140.0
2024-12-06 08:04:57,-1584,32.0,-574.0,-372.0,-1079.0
2024-12-06 08:03:40,-271,72.0,-181.0,-877.0,-776.0
2024-12-06 08:00:58,32,32.0,32.0,32.0,32.0
2024-12-06 07:58:57,-877,-776.0,-978.0,-1281.0,-1079.0
2024-12-06 08:03:47,-978,32.0,221.0,-1281.0,39.0
2024-12-06 08:04:50,32,32.0,-69.0,32.0,32.0
2024-12-06 07:58:50,-948,-978.0,-170.0,-473.0,-928.0
2024-12-06 07:58:33,32,32.0,32.0,32.0,32.0
2024-12-06 08:03:24,92,32.0,322.0,-372.0,72.0
2024-12-06 08:04:33,32,32.0,32.0,32.0,32.0
2024-12-06 08:00:03,32,32.0,32.0,32.0,32.0
2024-12-06 07:58:34,-69,32.0,32.0,-372.0,-372.0
2024-12-06 08:00:04,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:34,-372,32.0,32.0,-776.0,32.0
2024-12-06 08:03:23,-474,352.0,352.0,40.0,49.0
2024-12-06 08:00:32,-574,32.0,-40.0,-170.0,-203.0
2024-12-06 08:04:02,-473,32.0,-877.0,-1180.0,-1281.0
2024-12-06 08:03:15,-271,-877.0,-776.0,-978.0,32.0
2024-12-06 08:03:12,32,-69.0,32.0,32.0,32.0
2024-12-06 08:04:05,-776,32.0,-69.0,32.0,32.0
2024-12-06 08:00:35,-978,32.0,-978.0,-776.0,-574.0
2024-12-06 08:04:51,21,32.0,202.0,32.0,41.0
2024-12-06 08:03:46,-372,32.0,32.0,-574.0,92.0
2024-12-06 07:58:51,-1079,-170.0,-978.0,-271.0,-170.0
2024-12-06 08:03:41,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:56,32,32.0,32.0,32.0,32.0
2024-12-06 07:58:56,-978,-271.0,32.0,-877.0,-574.0
2024-12-06 08:00:59,32,32.0,-69.0,-170.0,-170.0
2024-12-06 08:00:50,32,32.0,32.0,32.0,32.0
2024-12-06 08:03:48,-605,-776.0,352.0,-222.0,-52.0
2024-12-06 07:58:58,-877,32.0,32.0,-1382.0,32.0
2024-12-06 08:00:57,32,32.0,32.0,32.0,-69.0
2024-12-06 08:04:58,-574,-574.0,-978.0,-978.0,-1079.0
